ID_HDC_G0,CTR_MN_NM,UC_NM_MN,GCPNT_LAT,GCPNT_LON,region,sub-region,intermediate-region
122,Mexico,Acapulco de Juarez [MEX],16.86769935479255,-99.86174778522037,Americas,Latin America and the Caribbean,Central America
7510,India,Bijapur [IND],16.834461060496498,75.72095050499067,Asia,Southern Asia,Southern Asia
8817,India,Tadepalligudem [IND],16.805754501715292,81.536469767303,Asia,Southern Asia,Southern Asia
11603,Vietnam,An Binh [VNM],16.810688808338366,107.1000272503378,Asia,South-eastern Asia,South-eastern Asia
10597,Thailand,Phitsanulok [THA],16.810838333546293,100.24775506106263,Asia,South-eastern Asia,South-eastern Asia
8671,India,Nuzvid [IND],16.789307166638103,80.8437046650007,Asia,Southern Asia,Southern Asia
10177,Myanmar,Pathein [MMR],16.794041949772865,94.74198507370288,Asia,South-eastern Asia,South-eastern Asia
2487,Niger,I-n-Gall [NER],16.786565996995723,6.930550433624204,Africa,Sub-Saharan Africa,Western Africa
1717,Mali,Tombouctou [MLI],16.772038049894416,-3.005089461003925,Africa,Sub-Saharan Africa,Western Africa
3476,Chad,N/A[TCD],16.78108370300368,22.656704485544854,Africa,Sub-Saharan Africa,Middle Africa
4447,Sudan,Hillat el Taragma [SDN],16.79117615459782,33.560568717223276,Africa,Northern Africa,Northern Africa
7292,India,Jaysingpur [IND],16.77560146938353,74.56063222930267,Asia,Southern Asia,Southern Asia
8039,India,Badepalle [IND],16.75476953182961,78.14536280295934,Asia,Southern Asia,Southern Asia
10277,Myanmar,Thongwa [MMR],16.760899413469097,96.53122922078644,Asia,South-eastern Asia,South-eastern Asia
8627,India,Mailavaram [IND],16.75504363061852,80.64031142362334,Asia,Southern Asia,Southern Asia
7237,India,Kabnur [IND],16.76233471371923,74.28096694482608,Asia,Southern Asia,Southern Asia
7799,India,Yadgir [IND],16.757784626794784,77.1367917303613,Asia,Southern Asia,Southern Asia
8892,India,Alamaru [IND],16.75865676510189,81.8420801646154,Asia,Southern Asia,Southern Asia
10248,Myanmar,Yangon [MMR],16.869979656550523,96.14883800087902,Asia,South-eastern Asia,South-eastern Asia
7995,India,Mahbubnagar [IND],16.745688604945666,78.00350134525343,Asia,Southern Asia,Southern Asia
8856,India,Tanuku [IND],16.750721321106077,81.67835800805192,Asia,Southern Asia,Southern Asia
